
Livevol Forward Russell 2000 Index,Last: 2012.6172,Change:  4.3172
"Date: February 24, 2024 at 6:29 PM EST",Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Feb 23 2024,RUTW240223C01305000,0,0,703.6,723,0,0,1,0,0,1305.00,RUTW240223P01305000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01310000,0,0,698.6,718,0,0,1,0,0,1310.00,RUTW240223P01310000,0.05,0,0,4.8,0,0,0,0,4
Fri Feb 23 2024,RUTW240223C01315000,0,0,693.6,713,0,0,1,0,0,1315.00,RUTW240223P01315000,0.05,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01320000,0,0,688.6,708,0,0,1,0,0,1320.00,RUTW240223P01320000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01325000,0,0,683.6,703,0,0,1,0,0,1325.00,RUTW240223P01325000,0.3,0,0,4.8,0,0,0,0,3
Fri Feb 23 2024,RUTW240223C01330000,0,0,678.6,698,0,0,1,0,0,1330.00,RUTW240223P01330000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01335000,0,0,673.6,693,0,0,1,0,0,1335.00,RUTW240223P01335000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01340000,0,0,668.6,688,0,0,1,0,0,1340.00,RUTW240223P01340000,0.3,0,0,4.8,0,0,0,0,3
Fri Feb 23 2024,RUTW240223C01345000,0,0,663.6,683,0,0,1,0,0,1345.00,RUTW240223P01345000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01350000,0,0,658.6,678,0,0,1,0,0,1350.00,RUTW240223P01350000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01355000,0,0,653.6,673,0,0,1,0,0,1355.00,RUTW240223P01355000,0.25,0,0,4.8,0,0,0,0,15
Fri Feb 23 2024,RUTW240223C01360000,0,0,648.6,668,0,0,1,0,0,1360.00,RUTW240223P01360000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01365000,0,0,643.6,663,0,0,1,0,0,1365.00,RUTW240223P01365000,0.25,0,0,4.8,0,0,0,0,5
Fri Feb 23 2024,RUTW240223C01370000,0,0,638.6,658,0,0,1,0,0,1370.00,RUTW240223P01370000,0.3,0,0,4.8,0,0,0,0,3
Fri Feb 23 2024,RUTW240223C01375000,0,0,633.6,653,0,0,1,0,0,1375.00,RUTW240223P01375000,0.05,0,0,4.8,0,0,0,0,6
Fri Feb 23 2024,RUTW240223C01380000,0,0,628.6,648,0,0,1,0,0,1380.00,RUTW240223P01380000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01385000,0,0,623.6,643,0,0,1,0,0,1385.00,RUTW240223P01385000,0.5,0,0,4.8,0,0,0,0,11
Fri Feb 23 2024,RUTW240223C01390000,0,0,618.6,638,0,0,1,0,0,1390.00,RUTW240223P01390000,0.5,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01395000,0,0,613.6,633,0,0,1,0,0,1395.00,RUTW240223P01395000,0.5,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01400000,0,0,608.6,628,0,0,1,0,0,1400.00,RUTW240223P01400000,0.3,0,0,4.8,0,0,0,0,2
Fri Feb 23 2024,RUTW240223C01405000,0,0,603.6,623,0,0,1,0,0,1405.00,RUTW240223P01405000,0.35,0,0,4.8,0,0,0,0,6
Fri Feb 23 2024,RUTW240223C01410000,0,0,598.6,618,0,0,1,0,0,1410.00,RUTW240223P01410000,0.5,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01415000,0,0,593.6,613,0,0,1,0,0,1415.00,RUTW240223P01415000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01420000,0,0,588.6,608,0,0,1,0,0,1420.00,RUTW240223P01420000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01425000,0,0,583.6,603,0,0,1,0,0,1425.00,RUTW240223P01425000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01430000,0,0,578.6,598,0,0,1,0,0,1430.00,RUTW240223P01430000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01435000,0,0,573.6,593,0,0,1,0,0,1435.00,RUTW240223P01435000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01440000,0,0,568.6,588,0,0,1,0,0,1440.00,RUTW240223P01440000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01445000,0,0,563.6,583,0,0,1,0,0,1445.00,RUTW240223P01445000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01450000,0,0,558.6,578,0,0,1,0,0,1450.00,RUTW240223P01450000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01455000,0,0,553.6,573,0,0,1,0,0,1455.00,RUTW240223P01455000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01460000,0,0,548.6,568,0,0,1,0,0,1460.00,RUTW240223P01460000,0.34,0,0,4.8,0,0,0,0,12
Fri Feb 23 2024,RUTW240223C01465000,0,0,543.6,563,0,0,1,0,0,1465.00,RUTW240223P01465000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01470000,0,0,538.6,558,0,0,1,0,0,1470.00,RUTW240223P01470000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01475000,0,0,533.6,553,0,0,1,0,0,1475.00,RUTW240223P01475000,0.35,0,0,4.8,0,0,0,0,8
Fri Feb 23 2024,RUTW240223C01480000,0,0,528.6,548,0,0,1,0,0,1480.00,RUTW240223P01480000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01485000,0,0,523.6,543,0,0,1,0,0,1485.00,RUTW240223P01485000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01490000,0,0,518.6,538,0,0,1,0,0,1490.00,RUTW240223P01490000,1.25,0,0,4.8,0,0,0,0,15
Fri Feb 23 2024,RUTW240223C01495000,0,0,513.6,533,0,0,1,0,0,1495.00,RUTW240223P01495000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01500000,0,0,508.6,528,0,0,1,0,0,1500.00,RUTW240223P01500000,0.33,0,0,4.8,0,0,0,0,29
Fri Feb 23 2024,RUTW240223C01505000,0,0,503.6,523,0,0,1,0,0,1505.00,RUTW240223P01505000,0.95,0,0,4.8,0,0,0,0,3
Fri Feb 23 2024,RUTW240223C01510000,0,0,498.6,518,0,0,1,0,0,1510.00,RUTW240223P01510000,1,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01515000,0,0,493.6,513,0,0,1,0,0,1515.00,RUTW240223P01515000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01520000,0,0,488.6,508,0,0,1,0,0,1520.00,RUTW240223P01520000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01525000,0,0,483.6,503,0,0,1,0,0,1525.00,RUTW240223P01525000,0.57,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01530000,0,0,478.6,498,0,0,1,0,0,1530.00,RUTW240223P01530000,0.05,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01535000,0,0,473.6,493,0,0,1,0,0,1535.00,RUTW240223P01535000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01540000,0,0,468.6,488,0,0,1,0,0,1540.00,RUTW240223P01540000,0.05,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01545000,0,0,463.6,483,0,0,1,0,0,1545.00,RUTW240223P01545000,0.25,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01550000,0,0,458.6,478,0,0,1,0,0,1550.00,RUTW240223P01550000,0.75,0,0,4.8,0,0,0,0,18
Fri Feb 23 2024,RUTW240223C01555000,0,0,453.6,473,0,0,1,0,0,1555.00,RUTW240223P01555000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01560000,0,0,448.6,468,0,0,1,0,0,1560.00,RUTW240223P01560000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01565000,0,0,443.6,463,0,0,1,0,0,1565.00,RUTW240223P01565000,0.35,0,0,4.8,0,0,0,0,75
Fri Feb 23 2024,RUTW240223C01570000,331,0,438.6,458,0,0,1,0,2,1570.00,RUTW240223P01570000,0.85,0,0,4.8,0,0,0,0,5
Fri Feb 23 2024,RUTW240223C01575000,0,0,433.6,453,0,0,1,0,0,1575.00,RUTW240223P01575000,1.55,0,0,4.8,0,0,0,0,4
Fri Feb 23 2024,RUTW240223C01580000,0,0,428.6,448,0,0,1,0,0,1580.00,RUTW240223P01580000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01585000,0,0,423.6,443,0,0,1,0,0,1585.00,RUTW240223P01585000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01590000,0,0,418.6,438,0,0,1,0,0,1590.00,RUTW240223P01590000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01595000,0,0,413.6,433,0,0,1,0,0,1595.00,RUTW240223P01595000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01600000,0,0,408.6,428,0,0,1,0,0,1600.00,RUTW240223P01600000,0.32,0,0,4.8,0,0,0,0,33
Fri Feb 23 2024,RUTW240223C01605000,0,0,403.6,423,0,0,1,0,0,1605.00,RUTW240223P01605000,0.3,0,0,4.8,0,0,0,0,15
Fri Feb 23 2024,RUTW240223C01610000,0,0,398.6,418,0,0,1,0,0,1610.00,RUTW240223P01610000,0.29,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01615000,0,0,393.6,413,0,0,1,0,0,1615.00,RUTW240223P01615000,0,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01620000,0,0,388.6,408,0,0,1,0,0,1620.00,RUTW240223P01620000,1.16,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01625000,363.79,0,383.6,403,0,0,1,0,18,1625.00,RUTW240223P01625000,0.21,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01630000,0,0,378.6,398,0,0,1,0,0,1630.00,RUTW240223P01630000,0.24,0,0,4.8,0,0,0,0,1
Fri Feb 23 2024,RUTW240223C01635000,0,0,373.6,393,0,0,1,0,0,1635.00,RUTW240223P01635000,0.17,0,0,4.8,0,0,0,0,11
Fri Feb 23 2024,RUTW240223C01640000,0,0,368.6,388,0,0,1,0,0,1640.00,RUTW240223P01640000,1.16,0,0,4.8,0,0,0,0,12
Fri Feb 23 2024,RUTW240223C01645000,0,0,363.6,383,0,0,1,0,0,1645.00,RUTW240223P01645000,0.51,0,0,4.8,0,0,0,0,2
Fri Feb 23 2024,RUTW240223C01650000,339.07,0,358.6,378,0,0,1,0,18,1650.00,RUTW240223P01650000,0.08,0,0,4.8,0,0,0,0,19
Fri Feb 23 2024,RUTW240223C01655000,0,0,353.9,373,0,0,1,0,0,1655.00,RUTW240223P01655000,0.05,0,0,4.8,0,0,0,0,0
Fri Feb 23 2024,RUTW240223C01660000,0,0,348.9,368,0,0,1,0,0,1660.00,RUTW240223P01660000,0.05,0,0,4.8,0,0,0,0,13
Fri Feb 23 2024,RUTW240223C01665000,0,0,343.9,363,0,0,1,0,0,1665.00,RUTW240223P01665000,1.43,0,0,4.8,0,0,0,0,46
Fri Feb 23 2024,RUTW240223C01670000,0,0,338.9,358,0,0,1,0,0,1670.00,RUTW240223P01670000,0.08,0,0,4.8,0,0,0,0,94
Fri Feb 23 2024,RUTW240223C01675000,0,0,333.9,353,0,0,1,0,0,1675.00,RUTW240223P01675000,0.07,0,0,4.8,0,0,0,0,173
Fri Feb 23 2024,RUTW240223C01680000,0,0,328.9,348,0,0,1,0,0,1680.00,RUTW240223P01680000,0.08,0,0,4.8,0,0,0,0,34
Fri Feb 23 2024,RUTW240223C01685000,0,0,323.9,343,0,0,1,0,0,1685.00,RUTW240223P01685000,0.15,0,0,4.8,0,0,0,0,38
Fri Feb 23 2024,RUTW240223C01690000,0,0,318.9,338,0,0,1,0,0,1690.00,RUTW240223P01690000,0.08,0,0,4.8,0,0,0,0,49
Fri Feb 23 2024,RUTW240223C01695000,0,0,313.9,333,0,0,1,0,0,1695.00,RUTW240223P01695000,0.35,0,0,4.8,0,0,0,0,122
Fri Feb 23 2024,RUTW240223C01700000,290,0,308.9,328,0,0,1,0,1,1700.00,RUTW240223P01700000,0.05,0,0,4.8,0,0,0,0,79
Fri Feb 23 2024,RUTW240223C01705000,0,0,303.9,323,0,0,1,0,0,1705.00,RUTW240223P01705000,0.3,0,0,4.8,0,0,0,0,171
Fri Feb 23 2024,RUTW240223C01710000,0,0,298.9,318,0,0,1,0,0,1710.00,RUTW240223P01710000,0.42,0,0,4.8,0,0,0,0,186
Fri Feb 23 2024,RUTW240223C01715000,0,0,293.6,313,0,0,1,0,0,1715.00,RUTW240223P01715000,0.7,0,0,4.8,0,0,0,0,22
Fri Feb 23 2024,RUTW240223C01720000,299.01,3.81,288.6,308,1,0,1,0,1,1720.00,RUTW240223P01720000,0.09,0,0,4.8,0,0,0,0,72
Fri Feb 23 2024,RUTW240223C01725000,0,0,283.6,303,0,0,1,0,0,1725.00,RUTW240223P01725000,0.08,0,0,4.8,0,0,0,0,18
Fri Feb 23 2024,RUTW240223C01730000,0,0,278.6,298,0,0,1,0,0,1730.00,RUTW240223P01730000,0.58,0,0,4.8,0,0,0,0,73
Fri Feb 23 2024,RUTW240223C01735000,280.45,0.25,273.6,293,1,0,1,0,1,1735.00,RUTW240223P01735000,0.6,0,0,4.8,0,0,0,0,61
Fri Feb 23 2024,RUTW240223C01740000,0,0,268.6,288,0,0,1,0,0,1740.00,RUTW240223P01740000,0.03,0.005,0,4.8,5,0,0,0,51
Fri Feb 23 2024,RUTW240223C01745000,274.39,4.19,263.6,283,1,0,1,0,1,1745.00,RUTW240223P01745000,0.65,0,0,4.8,0,0,0,0,92
Fri Feb 23 2024,RUTW240223C01750000,0,0,258.6,278,0,0,1,0,0,1750.00,RUTW240223P01750000,0.15,0,0,4.8,0,0,0,0,505
Fri Feb 23 2024,RUTW240223C01755000,0,0,253.6,273,0,0,1,0,0,1755.00,RUTW240223P01755000,0.1,0,0,4.8,0,0,0,0,92
Fri Feb 23 2024,RUTW240223C01760000,233.57,0,248.6,268,0,0,1,0,10,1760.00,RUTW240223P01760000,0.19,0,0,4.8,0,0,0,0,275
Fri Feb 23 2024,RUTW240223C01765000,0,0,243.6,263,0,0,1,0,0,1765.00,RUTW240223P01765000,0.15,0,0,4.8,0,0,0,0,918
Fri Feb 23 2024,RUTW240223C01770000,0,0,238.6,258,0,0,1,0,0,1770.00,RUTW240223P01770000,0.14,0,0,4.8,0,0,0,0,344
Fri Feb 23 2024,RUTW240223C01775000,218.52,0,233.6,253,0,0,1,0,10,1775.00,RUTW240223P01775000,0.05,0,0,4.8,0,0,0,0,503
Fri Feb 23 2024,RUTW240223C01780000,0,0,228.6,248,0,0,1,0,0,1780.00,RUTW240223P01780000,0.05,0,0,4.8,0,0,0,0,1080
Fri Feb 23 2024,RUTW240223C01785000,0,0,223.6,243,0,0,1,0,0,1785.00,RUTW240223P01785000,0.2,0,0,4.8,0,0,0,0,891
Fri Feb 23 2024,RUTW240223C01790000,245.95,0,218.6,238,0,0,1,0,20,1790.00,RUTW240223P01790000,0.05,0,0,4.8,0,0,0,0,1184
Fri Feb 23 2024,RUTW240223C01795000,248.77,0,213.6,233,0,0,1,0,36,1795.00,RUTW240223P01795000,0.25,0,0,4.8,0,0,0,0,2261
Fri Feb 23 2024,RUTW240223C01800000,210.99,-4.21,208.6,228,1,0,1,0,57,1800.00,RUTW240223P01800000,0.05,0,0,4.8,0,0,0,0,1179
Fri Feb 23 2024,RUTW240223C01805000,188.04,0,203.6,223.5,0,0,1,0,1,1805.00,RUTW240223P01805000,0.05,0,0,4.8,0,0,0,0,275
Fri Feb 23 2024,RUTW240223C01810000,0,0,198.6,214,0,0,1,0,0,1810.00,RUTW240223P01810000,0.08,0,0,4.8,0,0,0,0,1175
Fri Feb 23 2024,RUTW240223C01815000,181.81,0,193.6,209,0,0,1,0,1,1815.00,RUTW240223P01815000,0.69,0,0,4.8,0,0,0,0,242
Fri Feb 23 2024,RUTW240223C01820000,191.4,0,188.6,204,0,0,1,0,1,1820.00,RUTW240223P01820000,0.15,0,0,4.8,0,0,0,0,460
Fri Feb 23 2024,RUTW240223C01825000,0,0,183.6,199,0,0,1,0,0,1825.00,RUTW240223P01825000,0.05,0,0,4.8,0,0,0,0,110
Fri Feb 23 2024,RUTW240223C01830000,0,0,178.6,194,0,0,1,0,0,1830.00,RUTW240223P01830000,0.11,0,0,4.8,0,0,0,0,144
Fri Feb 23 2024,RUTW240223C01835000,0,0,173.6,189,0,0,1,0,0,1835.00,RUTW240223P01835000,0.12,0.095,0,4.8,2,0,0,0,49
Fri Feb 23 2024,RUTW240223C01840000,171.45,0,168.6,184,0,0,1,0,5,1840.00,RUTW240223P01840000,0.14,0.115,0,4.8,2,0,0,0,70
Fri Feb 23 2024,RUTW240223C01845000,130.31,0,163.6,179,0,0,1,0,2,1845.00,RUTW240223P01845000,0.05,0,0,4.8,0,0,0,0,34
Fri Feb 23 2024,RUTW240223C01850000,125.19,0,158.6,174,0,0,1,0,3,1850.00,RUTW240223P01850000,0.02,-0.03,0,4.8,1,0,0,0,308
Fri Feb 23 2024,RUTW240223C01855000,123.13,0,153.6,169,0,0,1,0,1,1855.00,RUTW240223P01855000,0.05,0,0,4.8,0,0,0,0,43
Fri Feb 23 2024,RUTW240223C01860000,149,0,148.6,164,0,0,1,0,1,1860.00,RUTW240223P01860000,0.03,-0.02,0,4.8,1,0,0,0,92
Fri Feb 23 2024,RUTW240223C01865000,146.45,0,143.6,159,0,0,1,0,1,1865.00,RUTW240223P01865000,0.25,0,0,4.8,0,0,0,0,79
Fri Feb 23 2024,RUTW240223C01870000,109.33,0,138.6,154,0,0,1,0,1,1870.00,RUTW240223P01870000,0.05,0,0,4.8,0,0,0,0,88
Fri Feb 23 2024,RUTW240223C01875000,110.07,0,133.6,149,0,0,1,0,1,1875.00,RUTW240223P01875000,0.3,0,0,4.8,0,0,0,0,124
Fri Feb 23 2024,RUTW240223C01880000,112.93,0,128.6,144,0,0,1,0,7,1880.00,RUTW240223P01880000,0.15,0,0,4.8,0,0,0,0,35
Fri Feb 23 2024,RUTW240223C01885000,126.54,0,123.6,139,0,0,1,0,1,1885.00,RUTW240223P01885000,0.09,0.04,0,4.8,15,0,0,0,50
Fri Feb 23 2024,RUTW240223C01890000,103.03,0,118.6,134,0,0,1,0,5,1890.00,RUTW240223P01890000,0.03,-0.02,0,0.05,1,0,0,0,102
Fri Feb 23 2024,RUTW240223C01895000,0,0,113.6,129,0,0,1,0,0,1895.00,RUTW240223P01895000,0.12,0.07,0,0.05,15,0,0,0,56
Fri Feb 23 2024,RUTW240223C01900000,98.65,0,108.6,124,0,0,1,0,15,1900.00,RUTW240223P01900000,0.05,0,0,0.05,0,0,0,0,152
Fri Feb 23 2024,RUTW240223C01905000,90.5,0,103.6,119,0,0,1,0,2,1905.00,RUTW240223P01905000,0.05,0,0,0.05,0,0,0,0,265
Fri Feb 23 2024,RUTW240223C01910000,101.5,0,101,117,0,0,1,0,20,1910.00,RUTW240223P01910000,0.03,-0.045,0,0.05,3,0,0,0,86
Fri Feb 23 2024,RUTW240223C01915000,93.43,0,96,106,0,0,1,0,16,1915.00,RUTW240223P01915000,0.05,-0.025,0,0.05,1,0,0,0,309
