
S&P 500 INDEX,Last: 5088.7998,Change:  1.7698
"Date: February 25, 2024 at 5:43 PM EST",Bid: 5034.25,Ask: 5139.04,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Mar 07 2024,SPXW240307C05090000,45.79,-2.26,40.4,40.8,16,0.1024,0.5199,0.004,16,5090.00,SPXW240307P05090000,37.7,-5.05,37.4,37.9,13,0.1023,-0.4802,0.004,20
Thu Mar 07 2024,SPXW240307C05095000,41.35,-3.65,37.7,38.2,12,0.1023,0.4997,0.0041,32,5095.00,SPXW240307P05095000,37.1,-7.95,39.8,40.3,10,0.1018,-0.5004,0.0041,1
Thu Mar 07 2024,SPXW240307C05100000,39.03,-3.47,35.3,35.7,55,0.1019,0.4794,0.0041,1432,5100.00,SPXW240307P05100000,39.8,-7.8,42.4,42.8,100,0.1016,-0.5207,0.0041,5
Fri Mar 08 2024,SPXW240308C05075000,58.08,-1.42,52.4,52.9,69,0.1082,0.5758,0.0036,1302,5075.00,SPXW240308P05075000,33.95,-5.1,34.1,34.5,353,0.1082,-0.4243,0.0036,287
Fri Mar 08 2024,SPXW240308C05080000,52.81,-3.89,49.6,49.9,149,0.108,0.5578,0.0037,1234,5080.00,SPXW240308P05080000,36.08,-5.12,36.2,36.5,160,0.1078,-0.4423,0.0037,278
Fri Mar 08 2024,SPXW240308C05085000,53.9,-0.25,46.7,47.1,128,0.1075,0.5396,0.0037,165,5085.00,SPXW240308P05085000,38.3,-5.15,38.3,38.7,168,0.1073,-0.4605,0.0037,87
Fri Mar 08 2024,SPXW240308C05090000,44.62,-6.58,44,44.4,142,0.1071,0.5212,0.0037,404,5090.00,SPXW240308P05090000,40.61,-4.89,40.6,40.9,295,0.107,-0.479,0.0037,166
Fri Mar 08 2024,SPXW240308C05095000,45.24,-3.41,41.4,41.8,57,0.1069,0.5026,0.0037,195,5095.00,SPXW240308P05095000,42,-6.05,43,43.3,168,0.1066,-0.4975,0.0037,110
Fri Mar 08 2024,SPXW240308C05100000,39.45,-7.45,39,39.2,1458,0.1064,0.4839,0.0038,5119,5100.00,SPXW240308P05100000,45.35,-5,45.5,45.8,1535,0.1062,-0.5162,0.0038,230
Mon Mar 11 2024,SPXW240311C05075000,63.8,1.6,55,55.6,6,0.1036,0.5746,0.0034,2476,5075.00,SPXW240311P05075000,35.85,-4.95,35.9,36.4,33,0.1034,-0.4252,0.0034,113
Mon Mar 11 2024,SPXW240311C05080000,54.7,-4,52.2,52.6,23,0.1033,0.5576,0.0035,20,5080.00,SPXW240311P05080000,36.76,-6.09,38,38.5,53,0.103,-0.4422,0.0035,97
Mon Mar 11 2024,SPXW240311C05085000,51.1,-5.35,49.4,49.8,25,0.103,0.5403,0.0035,14,5085.00,SPXW240311P05085000,38.84,-6.21,40.1,40.6,70,0.1026,-0.4595,0.0035,40
Mon Mar 11 2024,SPXW240311C05090000,50.87,-2.68,46.6,47.1,10,0.1026,0.5229,0.0035,706,5090.00,SPXW240311P05090000,39.97,-7.38,42.4,42.9,54,0.1023,-0.4769,0.0035,97
Mon Mar 11 2024,SPXW240311C05095000,46.58,-4.42,43.9,44.4,7,0.1022,0.5053,0.0036,23,5095.00,SPXW240311P05095000,40.85,-8.8,44.7,45.3,71,0.102,-0.4946,0.0036,33
Mon Mar 11 2024,SPXW240311C05100000,41.95,-6.45,41.4,41.9,40,0.102,0.4875,0.0036,517,5100.00,SPXW240311P05100000,44.52,-7.53,47.2,47.7,108,0.1017,-0.5123,0.0036,37
Tue Mar 12 2024,SPXW240312C05075000,61.3,-4.3,58.3,58.9,8,0.1076,0.5727,0.0032,44,5075.00,SPXW240312P05075000,33.95,-9.35,38.5,39.1,10,0.107,-0.4272,0.0032,84
Tue Mar 12 2024,SPXW240312C05080000,58.21,-3.59,55.5,56,28,0.1072,0.5566,0.0033,425,5080.00,SPXW240312P05080000,35.8,-9.6,40.6,41.1,3,0.1066,-0.4432,0.0033,6
Tue Mar 12 2024,SPXW240312C05085000,55.25,-3.75,52.6,53.1,54,0.1068,0.5404,0.0033,9,5085.00,SPXW240312P05085000,40.45,-6.95,42.8,43.3,6,0.1063,-0.4594,0.0033,19
Tue Mar 12 2024,SPXW240312C05090000,51.81,-4.89,49.9,50.4,54,0.1064,0.524,0.0033,212,5090.00,SPXW240312P05090000,45.05,-4.7,45,45.6,22,0.1059,-0.4758,0.0033,24
Tue Mar 12 2024,SPXW240312C05095000,50.6,-3.5,47.2,47.7,56,0.1062,0.5075,0.0033,13,5095.00,SPXW240312P05095000,43.9,-8.15,47.4,47.9,2,0.1055,-0.4923,0.0033,9
Tue Mar 12 2024,SPXW240312C05100000,49.22,-2.13,44.7,45.2,77,0.1057,0.4909,0.0033,569,5100.00,SPXW240312P05100000,46.5,-8.25,49.8,50.3,100,0.1052,-0.5089,0.0033,27
Wed Mar 13 2024,SPXW240313C05075000,62.9,-4.95,60.6,61.1,19,0.1085,0.5727,0.0031,24,5075.00,SPXW240313P05075000,40.5,-4.3,40.1,40.6,450,0.1083,-0.4271,0.0031,65
Wed Mar 13 2024,SPXW240313C05080000,57.87,-6.68,57.7,58.2,9,0.1082,0.5573,0.0031,120,5080.00,SPXW240313P05080000,41.9,-5.15,42.1,42.7,51,0.1079,-0.4425,0.0031,110
Wed Mar 13 2024,SPXW240313C05085000,55.02,-7.03,54.8,55.3,13,0.1077,0.5417,0.0032,35,5085.00,SPXW240313P05085000,40.99,-7.86,44.3,44.8,39,0.1075,-0.4581,0.0032,21
Wed Mar 13 2024,SPXW240313C05090000,55.59,-3.41,52.1,52.6,48,0.1074,0.5259,0.0032,56,5090.00,SPXW240313P05090000,46.65,-4.4,46.5,47.1,3,0.1072,-0.4739,0.0032,116
Wed Mar 13 2024,SPXW240313C05095000,53.98,-2.57,49.4,49.9,27,0.1072,0.51,0.0032,8,5095.00,SPXW240313P05095000,43.1,-10.35,48.9,49.4,1,0.1069,-0.4898,0.0032,49
Wed Mar 13 2024,SPXW240313C05100000,49.39,-4.21,46.8,47.4,40,0.107,0.4941,0.0032,75,5100.00,SPXW240313P05100000,47.3,-8.45,51.4,51.8,26,0.1066,-0.5058,0.0032,24
Thu Mar 14 2024,SPXW240314C05075000,71.3,0.65,63.1,63.6,8,0.1098,0.5739,0.003,38,5075.00,SPXW240314P05075000,39.43,-6.52,41.4,41.9,18,0.1094,-0.4262,0.003,64
Thu Mar 14 2024,SPXW240314C05080000,67.3,-0.35,60.1,60.7,7,0.1093,0.5591,0.003,1150,5080.00,SPXW240314P05080000,41.43,-6.57,43.5,44,7,0.109,-0.4411,0.003,69
Thu Mar 14 2024,SPXW240314C05085000,65.57,1.57,57.3,57.8,1,0.109,0.544,0.0031,7,5085.00,SPXW240314P05085000,43.51,-6.59,45.6,46.1,14,0.1087,-0.4561,0.0031,4
Thu Mar 14 2024,SPXW240314C05090000,57.2,-4,54.5,55.1,9,0.1086,0.5288,0.0031,170,5090.00,SPXW240314P05090000,45.57,-6.73,47.8,48.4,2,0.1084,-0.4713,0.0031,1
Thu Mar 14 2024,SPXW240314C05095000,59.8,1.25,51.9,52.4,10,0.1083,0.5135,0.0031,3,5095.00,SPXW240314P05095000,47.6,-7,50.1,50.7,32,0.1082,-0.4866,0.0031,3
Thu Mar 14 2024,SPXW240314C05100000,55.67,-1.08,49.3,49.8,1015,0.1081,0.4982,0.0031,560,5100.00,SPXW240314P05100000,48.98,-8.32,52.6,53.1,41,0.1078,-0.502,0.0031,163
Fri Mar 15 2024,SPXW240315C05080000,67.5,-1.85,62.4,62.7,118,0.1105,0.5595,0.0029,1091,5080.00,SPXW240315P05080000,43.59,-5.91,45.1,45.4,153,0.1102,-0.4407,0.0029,286
Fri Mar 15 2024,SPX240315C05085000,59.26,-5.99,58.3,59.1,21,0.1089,0.5455,0.003,2865,5085.00,SPX240315P05085000,46.46,-4.14,46,46.7,64,0.1083,-0.4547,0.003,1442
Fri Mar 15 2024,SPXW240315C05085000,64.7,-1.45,59.5,59.9,223,0.1101,0.545,0.003,1672,5085.00,SPXW240315P05085000,46.8,-4.75,47.2,47.5,200,0.1099,-0.4552,0.003,183
Fri Mar 15 2024,SPX240315C05090000,61.22,-1.28,55.5,56.3,22,0.1084,0.5306,0.003,1686,5090.00,SPX240315P05090000,48.3,-4.5,48.2,48.9,38,0.108,-0.4696,0.003,756
Fri Mar 15 2024,SPXW240315C05090000,60.03,-3.77,56.8,57.1,84,0.1097,0.5304,0.003,535,5090.00,SPXW240315P05090000,49.38,-4.37,49.4,49.7,124,0.1095,-0.4698,0.003,157
Fri Mar 15 2024,SPX240315C05095000,53.74,-5.96,52.8,53.6,967,0.108,0.5155,0.003,2937,5095.00,SPX240315P05095000,50.5,-4.55,50.5,51.2,1173,0.1078,-0.4846,0.003,2692
Mon Mar 18 2024,SPXW240318C05075000,86,11.85,67.6,68.1,1,0.1075,0.5734,0.0028,15,5075.00,SPXW240318P05075000,42.83,-6.42,44.6,45.1,2,0.1074,-0.4264,0.0028,18
Mon Mar 18 2024,SPXW240318C05080000,65.23,-6.17,64.7,65.2,1,0.107,0.5596,0.0028,52,5080.00,SPXW240318P05080000,50.12,0,46.7,47.2,0,0.107,-0.4402,0.0028,36
Mon Mar 18 2024,SPXW240318C05085000,69.37,0,61.8,62.3,0,0.1067,0.5456,0.0028,2,5085.00,SPXW240318P05085000,54.6,0,48.8,49.3,0,0.1066,-0.4542,0.0028,6
Mon Mar 18 2024,SPXW240318C05090000,62.33,-3.57,59,59.5,22,0.1064,0.5315,0.0029,125,5090.00,SPXW240318P05090000,50.9,-4.3,51,51.5,39,0.1063,-0.4684,0.0029,7
Mon Mar 18 2024,SPXW240318C05095000,60.98,-2.17,56.3,56.8,5,0.1061,0.5173,0.0029,11,5095.00,SPXW240318P05095000,50.33,-6.97,53.3,53.8,1,0.1061,-0.4826,0.0029,3
Mon Mar 18 2024,SPXW240318C05100000,58.1,-2.9,53.7,54.2,3,0.1058,0.503,0.0029,464,5100.00,SPXW240318P05100000,69,0,55.7,56.1,0,0.1057,-0.4969,0.0029,31
Tue Mar 19 2024,SPXW240319C05075000,76.15,-0.05,69.6,70.2,2,0.1085,0.5736,0.0027,86,5075.00,SPXW240319P05075000,52.05,0,46,46.4,0,0.1083,-0.4263,0.0027,150
Tue Mar 19 2024,SPXW240319C05080000,74.9,1.7,66.7,67.2,2,0.1081,0.5602,0.0027,152,5080.00,SPXW240319P05080000,50,-2.2,48,48.5,8,0.1079,-0.4397,0.0027,68
Tue Mar 19 2024,SPXW240319C05085000,72.88,72.88,63.9,64.3,1,0.1078,0.5467,0.0028,0,5085.00,SPXW240319P05085000,0,0,50.1,50.6,0,0.1076,-0.4532,0.0028,0
Tue Mar 19 2024,SPXW240319C05090000,65.2,-1.75,61.1,61.6,11,0.1074,0.533,0.0028,14,5090.00,SPXW240319P05090000,54.4,0,52.3,52.8,0,0.1073,-0.4669,0.0028,12
Tue Mar 19 2024,SPXW240319C05095000,0,0,58.4,58.8,0,0.1071,0.5192,0.0028,0,5095.00,SPXW240319P05095000,0,0,54.5,55,0,0.1069,-0.4807,0.0028,0
Tue Mar 19 2024,SPXW240319C05100000,57.53,-4.97,55.7,56.2,5,0.1068,0.5053,0.0028,166,5100.00,SPXW240319P05100000,54.9,-5.95,56.9,57.4,38,0.1067,-0.4946,0.0028,460
Wed Mar 20 2024,SPXW240320C05075000,90.75,10.85,73.6,74.1,1,0.1132,0.5709,0.0026,62,5075.00,SPXW240320P05075000,54.02,0,49.4,49.9,0,0.1131,-0.429,0.0026,73
Wed Mar 20 2024,SPXW240320C05080000,77,0,70.7,71.2,1,0.1128,0.5583,0.0026,102,5080.00,SPXW240320P05080000,48.6,-7,51.5,52,10,0.1128,-0.4416,0.0026,32
Wed Mar 20 2024,SPXW240320C05085000,72,72,67.8,68.3,7,0.1125,0.5456,0.0026,0,5085.00,SPXW240320P05085000,0,0,53.7,54.1,0,0.1125,-0.4543,0.0026,0
Wed Mar 20 2024,SPXW240320C05090000,65.58,-5.72,65,65.5,3,0.1121,0.5328,0.0026,145,5090.00,SPXW240320P05090000,55.5,-4.1,55.8,56.3,68,0.112,-0.4671,0.0026,32
Wed Mar 20 2024,SPXW240320C05095000,0,0,62.3,62.8,0,0.1119,0.5198,0.0026,0,5095.00,SPXW240320P05095000,56,56,58.1,58.6,13,0.1118,-0.4801,0.0026,0
Wed Mar 20 2024,SPXW240320C05100000,64.04,-1.76,59.7,60.1,654,0.1116,0.5068,0.0026,337,5100.00,SPXW240320P05100000,59.05,-5.25,60.5,60.9,332,0.1115,-0.4931,0.0026,18
Thu Mar 21 2024,SPXW240321C05075000,92.83,9.98,76.4,77.2,2,0.1141,0.5751,0.0025,13,5075.00,SPXW240321P05075000,62.14,0,50.2,50.6,0,0.1141,-0.4251,0.0025,12
Thu Mar 21 2024,SPXW240321C05080000,77.28,-2.57,73.5,74.1,500,0.1138,0.5629,0.0025,5,5080.00,SPXW240321P05080000,48.4,-7.85,52.1,52.7,5,0.1139,-0.4373,0.0025,9
Thu Mar 21 2024,SPXW240321C05085000,0,0,70.6,71.2,0,0.1134,0.5506,0.0025,0,5085.00,SPXW240321P05085000,0,0,54.3,54.8,0,0.1134,-0.4497,0.0025,0
Thu Mar 21 2024,SPXW240321C05090000,71.12,-3.63,67.8,68.4,3,0.113,0.5381,0.0025,14,5090.00,SPXW240321P05090000,53.68,-6.07,56.4,56.9,4,0.1131,-0.4621,0.0025,10
Thu Mar 21 2024,SPXW240321C05095000,70.5,70.5,65.1,65.6,4,0.1127,0.5255,0.0025,0,5095.00,SPXW240321P05095000,60.8,60.8,58.7,59.2,1,0.1128,-0.4747,0.0025,0
Thu Mar 21 2024,SPXW240321C05100000,62.95,-5.6,62.4,62.9,1,0.1124,0.5129,0.0026,141,5100.00,SPXW240321P05100000,58.5,-6.3,61,61.4,46,0.1125,-0.4874,0.0026,26
Fri Mar 22 2024,SPXW240322C05075000,82.66,-2.24,78.3,78.9,30,0.115,0.5751,0.0024,828,5075.00,SPXW240322P05075000,51.39,-4.21,51.4,51.8,53,0.1148,-0.4251,0.0024,236
Fri Mar 22 2024,SPXW240322C05080000,77.9,-4.05,75.3,75.8,63,0.1144,0.5632,0.0024,308,5080.00,SPXW240322P05080000,52.12,-5.23,53.4,53.9,54,0.1144,-0.4371,0.0024,231
Fri Mar 22 2024,SPXW240322C05085000,74.4,-4.55,72.4,72.9,27,0.114,0.5511,0.0025,43,5085.00,SPXW240322P05085000,53.28,-6.42,55.5,55.9,189,0.114,-0.4491,0.0025,731
Fri Mar 22 2024,SPXW240322C05090000,73.1,-3.05,69.6,70.1,106,0.1137,0.5389,0.0025,141,5090.00,SPXW240322P05090000,55.6,-6.25,57.7,58.1,887,0.1137,-0.4613,0.0025,165
Fri Mar 22 2024,SPXW240322C05095000,67.4,-5.9,66.9,67.3,72,0.1133,0.5266,0.0025,71,5095.00,SPXW240322P05095000,56.5,-7.1,59.9,60.3,129,0.1134,-0.4736,0.0025,32
Fri Mar 22 2024,SPXW240322C05100000,64.2,-6.35,64.2,64.6,4159,0.113,0.5143,0.0025,3166,5100.00,SPXW240322P05100000,58.62,-7.48,62.2,62.6,293,0.113,-0.486,0.0025,2072
Mon Mar 25 2024,SPXW240325C05070000,84.03,0,83.2,84,0,0.1125,0.5863,0.0023,43,5070.00,SPXW240325P05070000,49.7,-4.95,50.6,51.2,3,0.1122,-0.4136,0.0023,67
Mon Mar 25 2024,SPXW240325C05075000,83.95,-3.35,80.2,81,3,0.1122,0.5748,0.0024,177,5075.00,SPXW240325P05075000,52.32,-4.23,52.5,53.2,87,0.1118,-0.4251,0.0024,14
Mon Mar 25 2024,SPXW240325C05080000,81.56,0,77.2,78,0,0.1116,0.5632,0.0024,29,5080.00,SPXW240325P05080000,55,-3.55,54.5,55.2,32,0.1115,-0.4367,0.0024,61
Mon Mar 25 2024,SPXW240325C05090000,76.7,-1.05,71.5,72.2,9,0.1109,0.5396,0.0024,87,5090.00,SPXW240325P05090000,58.99,-3.71,58.8,59.4,57,0.1106,-0.4603,0.0024,64
Mon Mar 25 2024,SPXW240325C05100000,70.7,-1.5,66,66.7,36,0.1104,0.5156,0.0024,211,5100.00,SPXW240325P05100000,60.3,-6.8,63.3,63.9,41,0.1102,-0.4843,0.0024,66
Mon Mar 25 2024,SPXW240325C05110000,67.26,67.26,60.8,61.5,31,0.1098,0.4914,0.0024,0,5110.00,SPXW240325P05110000,66.07,66.07,67.9,68.7,2,0.1095,-0.5085,0.0024,0
Tue Mar 26 2024,SPXW240326C05070000,91.14,0,85.1,85.9,0,0.1129,0.5867,0.0023,14,5070.00,SPXW240326P05070000,66.6,0,51.7,52.4,0,0.113,-0.4132,0.0023,33
Tue Mar 26 2024,SPXW240326C05075000,79.59,0,82.1,82.9,0,0.1128,0.5755,0.0023,49,5075.00,SPXW240326P05075000,57.67,0,53.6,54.3,0,0.1126,-0.4244,0.0023,26
Tue Mar 26 2024,SPXW240326C05080000,96.86,10.61,79.1,79.9,10,0.1124,0.5641,0.0023,55,5080.00,SPXW240326P05080000,61,0,55.6,56.3,0,0.1122,-0.4358,0.0023,32
Tue Mar 26 2024,SPXW240326C05090000,0,0,73.3,74.1,0,0.1115,0.5411,0.0024,0,5090.00,SPXW240326P05090000,55.6,55.6,59.8,60.5,1,0.1115,-0.4588,0.0024,0
Tue Mar 26 2024,SPXW240326C05100000,73.4,-1.7,67.8,68.5,14,0.1108,0.5176,0.0024,20,5100.00,SPXW240326P05100000,64.5,-3.6,64.4,64.9,2,0.1107,-0.4823,0.0024,8
Tue Mar 26 2024,SPXW240326C05110000,0,0,62.6,63.4,0,0.1104,0.4939,0.0024,0,5110.00,SPXW240326P05110000,0,0,69,69.7,0,0.1104,-0.506,0.0024,0
Wed Mar 27 2024,SPXW240327C05070000,92.01,-3.09,88.1,88.9,2,0.1139,0.5914,0.0022,133,5070.00,SPXW240327P05070000,54.4,-1.65,52.1,52.8,1,0.1138,-0.409,0.0022,6
Wed Mar 27 2024,SPXW240327C05075000,88.93,-2.42,85.1,85.8,4,0.1135,0.5804,0.0022,4,5075.00,SPXW240327P05075000,53.2,-4.65,54,54.7,4,0.1134,-0.4199,0.0022,7
Wed Mar 27 2024,SPXW240327C05080000,86.7,-1.6,82.1,82.6,504,0.1128,0.5694,0.0023,11,5080.00,SPXW240327P05080000,56.6,-3.3,55.9,56.7,4,0.1131,-0.431,0.0023,6
Wed Mar 27 2024,SPXW240327C05090000,0,0,76.2,77,0,0.1121,0.5469,0.0023,0,5090.00,SPXW240327P05090000,57.2,57.2,60.1,60.8,8,0.1123,-0.4535,0.0023,0
Wed Mar 27 2024,SPXW240327C05100000,74.9,-1.85,70.7,71.2,14,0.1115,0.524,0.0023,2024,5100.00,SPXW240327P05100000,60.6,-7.65,64.5,65,20,0.1113,-0.4764,0.0023,37
Wed Mar 27 2024,SPXW240327C05110000,80,80,65.3,66.1,1,0.111,0.5007,0.0024,0,5110.00,SPXW240327P05110000,62.6,62.6,69.1,69.8,8,0.1111,-0.4996,0.0024,0
Thu Mar 28 2024,SPXW240328C05075000,93.3,0.4,86.9,87.4,110,0.114,0.5803,0.0022,6646,5075.00,SPXW240328P05075000,52.85,-6.65,55.3,55.7,464,0.1137,-0.4201,0.0022,67
Thu Mar 28 2024,SPXW240328C05080000,84.71,-5.14,83.8,84.7,24,0.1139,0.5695,0.0022,428,5080.00,SPXW240328P05080000,55.3,-6.15,57.3,57.7,37,0.1134,-0.4309,0.0022,46
Thu Mar 28 2024,SPXW240328C05085000,85.6,-1.45,80.9,81.7,22,0.1133,0.5585,0.0022,111,5085.00,SPXW240328P05085000,58.99,-4.01,59.3,59.7,23,0.1131,-0.4419,0.0022,85
Thu Mar 28 2024,SPXW240328C05090000,82.52,-1.03,78,78.8,35,0.1129,0.5474,0.0023,157,5090.00,SPXW240328P05090000,58.71,-6.79,61.4,61.8,62,0.1126,-0.453,0.0023,110
Thu Mar 28 2024,SPXW240328C05095000,81.7,0.4,75.2,75.9,25,0.1125,0.5362,0.0023,70,5095.00,SPXW240328P05095000,60.2,-7.4,63.3,64.1,27,0.1124,-0.4641,0.0023,31
Thu Mar 28 2024,SPXW240328C05100000,75.35,-3.1,72.5,72.9,2917,0.1122,0.525,0.0023,4394,5100.00,SPXW240328P05100000,61.8,-7.55,65.7,66.1,2845,0.112,-0.4754,0.0023,429
