S&P 500 INDEX,Last: 5069.7598,Change:  -8.4202,,,,,,,,,,,,,,,,,,,
"Date: February 28, 2024, 7:52 PM EST",Bid: 4999.8701,Ask: 5107.96,Size: 1*1,Volume: 0,,,,,,,,,,,,,,,,,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Mar 01 2024,SPXW240301C03900000,1145.11,0,1160.6,1165.9,0,1.5601,1,0,2,3900,SPXW240301P03900000,0.05,-0.025,0,0.05,584,1.0427,-0.0004,0,4830
Fri Mar 01 2024,SPXW240301C03950000,1148.4,0,1110.6,1123,0,1.5009,0.9999,0,16,3950,SPXW240301P03950000,0.05,-0.025,0,0.05,1608,1.0451,-0.0005,0,24310
Fri Mar 01 2024,SPXW240301C04000000,1072.81,0,1060.7,1072.5,0,1.4121,0.9999,0,6,4000,SPXW240301P04000000,0.05,-0.025,0,0.05,483,0.9954,-0.0006,0,25755
Fri Mar 01 2024,SPXW240301C04050000,820.83,0,1010.7,1016,0,1.3637,0.9998,0,4,4050,SPXW240301P04050000,0.05,-0.025,0,0.1,202,0.9463,-0.0006,0,1156
Fri Mar 01 2024,SPXW240301C04100000,771.23,0,960.8,972.6,0,0,0.9997,0,14,4100,SPXW240301P04100000,0.05,-0.025,0,0.1,671,0.8978,-0.0007,0,19239
Fri Mar 01 2024,SPXW240301C04150000,946.59,0,910.7,916.1,0,0,0.9996,0,22,4150,SPXW240301P04150000,0.05,-0.05,0.05,0.1,302,0.8496,-0.0008,0,8161
Fri Mar 01 2024,SPXW240301C04175000,0,0,880,892.1,0,0,0.9995,0,0,4175,SPXW240301P04175000,0.1,0,0,0.1,0,0.8257,-0.0009,0,609
Fri Mar 01 2024,SPXW240301C04200000,755.7,0,860.8,873.1,0,1.1708,0.9995,0,3,4200,SPXW240301P04200000,0.05,-0.075,0,0.1,833,0.8018,-0.0009,0,10534
Fri Mar 01 2024,SPXW240301C04225000,0,0,835.8,848.2,0,1.1376,0.9994,0,0,4225,SPXW240301P04225000,0.05,-0.075,0.05,0.1,750,0.7781,-0.001,0,792
Fri Mar 01 2024,SPXW240301C04250000,819.11,-9.64,810.8,823.2,2,0,0.9993,0,2,4250,SPXW240301P04250000,0.05,-0.075,0.05,0.1,1019,0.7544,-0.0011,0,3508
Fri Mar 01 2024,SPXW240301C04275000,0,0,785.9,791.2,0,1.0716,0.9993,0,0,4275,SPXW240301P04275000,0.05,-0.075,0.05,0.15,2070,0.7306,-0.0011,0,760
Fri Mar 01 2024,SPXW240301C04300000,798.85,0,760.9,766.2,0,1.0388,0.9992,0,13,4300,SPXW240301P04300000,0.1,-0.075,0.05,0.1,3732,0.7484,-0.0012,0,3938
Fri Mar 01 2024,SPXW240301C04320000,0,0,735.1,747.2,0,0,0.9991,0,0,4320,SPXW240301P04320000,0.05,-0.1,0.05,0.15,104,0.729,-0.0013,0,209
Fri Mar 01 2024,SPXW240301C04325000,0,0,735.6,741.2,0,0,0.9991,0,0,4325,SPXW240301P04325000,0.1,-0.05,0.05,0.15,4,0.7241,-0.0013,0,1145
Fri Mar 01 2024,SPXW240301C04330000,0,0,725.1,737.2,0,0,0.9991,0,0,4330,SPXW240301P04330000,0.1,-0.05,0.05,0.1,202,0.7192,-0.0013,0,711
Fri Mar 01 2024,SPXW240301C04340000,768.99,0,715.2,727.2,0,0,0.999,0,5,4340,SPXW240301P04340000,0.1,-0.05,0.05,0.15,125,0.7094,-0.0014,0,421
Fri Mar 01 2024,SPXW240301C04350000,727.82,0,708.8,715.2,0,0,0.999,0,1,4350,SPXW240301P04350000,0.1,-0.075,0.05,0.15,617,0.6996,-0.0014,0,5106
Fri Mar 01 2024,SPXW240301C04360000,709.42,0,695.2,707.2,0,0,0.999,0,4,4360,SPXW240301P04360000,0.2,0,0.05,0.15,0,0.6899,-0.0014,0,925
Fri Mar 01 2024,SPXW240301C04370000,0,0,685.2,703.3,0,0,0.9989,0,0,4370,SPXW240301P04370000,0.1,-0.075,0.05,0.15,338,0.6801,-0.0015,0,122
Fri Mar 01 2024,SPXW240301C04375000,593.42,0,685.9,698.3,0,0.9575,0.9989,0,1,4375,SPXW240301P04375000,0.1,-0.075,0.05,0.15,166,0.6752,-0.0015,0,515
Fri Mar 01 2024,SPXW240301C04380000,722.18,0,675.2,687.3,0,0,0.9989,0,1,4380,SPXW240301P04380000,0.2,0,0.05,0.15,0,0.6704,-0.0015,0,718
Fri Mar 01 2024,SPXW240301C04390000,0,0,669,683.3,0,0,0.9988,0,10,4390,SPXW240301P04390000,0.1,-0.075,0.05,0.15,221,0.6607,-0.0016,0,283
Fri Mar 01 2024,SPXW240301C04400000,639.2,0,660.9,666.3,0,0,0.9988,0,8,4400,SPXW240301P04400000,0.1,-0.075,0.05,0.15,1207,0.651,-0.0016,0,11213
Fri Mar 01 2024,SPXW240301C04410000,555.88,0,651,656.3,0,0.9021,0.9987,0,3,4410,SPXW240301P04410000,0.1,-0.075,0.05,0.15,11,0.6413,-0.0017,0,911
Fri Mar 01 2024,SPXW240301C04420000,644.82,-14.03,641,653.3,1,0.8954,0.9987,0,2,4420,SPXW240301P04420000,0.1,-0.075,0.05,0.15,55,0.6316,-0.0017,0,155
Fri Mar 01 2024,SPXW240301C04425000,646.1,-7.85,636,648.3,2,0.8889,0.9986,0,4,4425,SPXW240301P04425000,0.25,0,0.05,0.15,0,0.6268,-0.0018,0,2120
Fri Mar 01 2024,SPXW240301C04430000,634.87,-14.03,631,635.9,1,0.8823,0.9986,0,1,4430,SPXW240301P04430000,0.2,0,0.05,0.15,0,0.6219,-0.0018,0,920
Fri Mar 01 2024,SPXW240301C04440000,0,0,621,626.3,0,0,0.9986,0,0,4440,SPXW240301P04440000,0.2,0,0.05,0.15,0,0.6246,-0.0018,0,635
Fri Mar 01 2024,SPXW240301C04450000,535.8,0,611,623.4,0,0.8622,0.9985,0,1,4450,SPXW240301P04450000,0.2,0,0.05,0.15,0,0.6148,-0.0019,0,1177
Fri Mar 01 2024,SPXW240301C04460000,497.89,0,601.1,612.2,0,0,0.9984,0,4,4460,SPXW240301P04460000,0.1,-0.125,0.05,0.15,1,0.605,-0.002,0,713
Fri Mar 01 2024,SPXW240301C04470000,0,0,591.1,603.4,0,0.8332,0.9984,0,0,4470,SPXW240301P04470000,0.1,-0.125,0.05,0.15,750,0.5952,-0.002,0,201
Fri Mar 01 2024,SPXW240301C04475000,619.87,0,586.1,598.4,0,0.8324,0.9984,0,10,4475,SPXW240301P04475000,0.1,-0.125,0.05,0.15,525,0.5903,-0.0021,0,723
Fri Mar 01 2024,SPXW240301C04480000,586.67,-12.58,581.1,592.6,1,0.8114,0.9983,0,1,4480,SPXW240301P04480000,0.1,-0.125,0.05,0.15,25,0.5854,-0.0021,0,190
Fri Mar 01 2024,SPXW240301C04490000,577.28,-11.92,571.1,583.4,11,0.8043,0.9982,0,22,4490,SPXW240301P04490000,0.15,-0.075,0.05,0.15,278,0.5756,-0.0022,0,150
Fri Mar 01 2024,SPXW240301C04500000,590.53,0,561.1,566.4,0,0.7826,0.9982,0,4,4500,SPXW240301P04500000,0.12,-0.105,0.1,0.15,11,0.5756,-0.0022,0,8117
Fri Mar 01 2024,SPXW240301C04510000,587.07,0,551.1,563.4,0,0.7784,0.9981,0,4,4510,SPXW240301P04510000,0.15,-0.075,0.1,0.2,167,0.5657,-0.0023,0,741
Fri Mar 01 2024,SPXW240301C04520000,546.44,-12.76,540.9,546.4,1,0.7654,0.998,0,6,4520,SPXW240301P04520000,0.15,-0.1,0.1,0.2,1,0.5558,-0.0024,0,98
Fri Mar 01 2024,SPXW240301C04525000,544.16,-10.04,536.1,541.4,1,0.7644,0.998,0,3,4525,SPXW240301P04525000,0.15,-0.1,0.1,0.15,373,0.5509,-0.0024,0,7145
Fri Mar 01 2024,SPXW240301C04530000,535.76,0,531.1,536.4,0,0.7579,0.9979,0,2,4530,SPXW240301P04530000,0.15,-0.1,0.1,0.2,369,0.546,-0.0025,0,712
Fri Mar 01 2024,SPXW240301C04540000,445.02,0,521.1,533.4,0,0.7449,0.9978,0,1,4540,SPXW240301P04540000,0.15,-0.1,0.1,0.2,74,0.5361,-0.0026,0,587
Fri Mar 01 2024,SPXW240301C04550000,514.63,-14.52,510.8,523.4,5,0.7319,0.9978,0,2,4550,SPXW240301P04550000,0.15,-0.1,0.1,0.2,366,0.5262,-0.0027,0,684
Fri Mar 01 2024,SPXW240301C04560000,537.03,0,501.1,513.5,0,0.7239,0.9976,0,1,4560,SPXW240301P04560000,0.15,-0.125,0.1,0.2,28,0.5164,-0.0028,0,362
Fri Mar 01 2024,SPXW240301C04570000,0,0,485.4,495.3,0,0,0.9976,0,0,4570,SPXW240301P04570000,0.32,0,0.1,0.2,0,0.5065,-0.0028,0,151
Fri Mar 01 2024,SPXW240301C04575000,519.94,0,486.2,491.5,0,0.6994,0.9975,0,24,4575,SPXW240301P04575000,0.15,-0.125,0.1,0.2,5,0.5016,-0.0029,0,681
Fri Mar 01 2024,SPXW240301C04580000,223.57,0,481.2,486.5,0,0.6826,0.9974,0,1,4580,SPXW240301P04580000,0.25,0,0.1,0.2,0,0.4967,-0.003,0,468
Fri Mar 01 2024,SPXW240301C04590000,446.72,0,471.2,483.5,0,0.6799,0.9973,0,3,4590,SPXW240301P04590000,0.15,-0.125,0.1,0.2,727,0.4943,-0.0031,0,461
Fri Mar 01 2024,SPXW240301C04600000,471.6,-7.7,461.2,473.5,10,0,0.9972,0,20,4600,SPXW240301P04600000,0.15,-0.125,0.1,0.2,85,0.4844,-0.0032,0,5994
Fri Mar 01 2024,SPXW240301C04610000,477.44,0,451.2,463.5,0,0.654,0.9971,0.0001,9,4610,SPXW240301P04610000,0.15,-0.125,0.1,0.2,1170,0.4807,-0.0033,0.0001,1089
Fri Mar 01 2024,SPXW240301C04620000,443.61,-15.64,441.2,453.5,2,0.641,0.997,0.0001,1,4620,SPXW240301P04620000,0.2,-0.1,0.1,0.2,15,0.4706,-0.0035,0.0001,4497
Fri Mar 01 2024,SPXW240301C04625000,345.14,0,436.1,448.5,0,0.6391,0.9969,0.0001,9,4625,SPXW240301P04625000,0.3,0,0.1,0.2,0,0.4656,-0.0035,0.0001,633
Fri Mar 01 2024,SPXW240301C04630000,438.2,-11.05,431.2,443.5,2,0.6326,0.9968,0.0001,1,4630,SPXW240301P04630000,0.15,-0.15,0.1,0.2,60,0.4606,-0.0036,0.0001,5120
Fri Mar 01 2024,SPXW240301C04640000,423.64,-15.76,421.2,433,2,0.6127,0.9966,0.0001,2,4640,SPXW240301P04640000,0.2,-0.125,0.1,0.2,64,0.4505,-0.0038,0.0001,552
Fri Mar 01 2024,SPXW240301C04650000,418.62,-10.63,411.2,416.5,16,0.6065,0.9965,0.0001,227,4650,SPXW240301P04650000,0.2,-0.125,0.1,0.25,3003,0.4405,-0.0039,0.0001,5293
Fri Mar 01 2024,SPXW240301C04660000,420.1,0,401.2,413.5,0,0.5977,0.9963,0.0001,109,4660,SPXW240301P04660000,0.35,0,0.15,0.2,0,0.4304,-0.0041,0.0001,597
Fri Mar 01 2024,SPXW240301C04665000,397.95,-16.25,390.4,402.5,2,0,0.9962,0.0001,9,4665,SPXW240301P04665000,0.25,0,0.15,0.2,0,0.4254,-0.0042,0.0001,325
Fri Mar 01 2024,SPXW240301C04670000,400.11,-9.09,391.2,403.6,3,0,0.9961,0.0001,43,4670,SPXW240301P04670000,0.15,-0.175,0.15,0.25,1120,0.4204,-0.0043,0.0001,4313
Fri Mar 01 2024,SPXW240301C04675000,421.79,0,386.3,391.6,0,0.58,0.996,0.0001,37,4675,SPXW240301P04675000,0.25,-0.075,0.15,0.25,198,0.4208,-0.0044,0.0001,2305
Fri Mar 01 2024,SPXW240301C04680000,397,-2.4,381.3,386.6,21,0.5735,0.9959,0.0001,46,4680,SPXW240301P04680000,0.3,0,0.15,0.2,0,0.4157,-0.0045,0.0001,544
Fri Mar 01 2024,SPXW240301C04685000,411.05,0,370.5,382.5,0,0,0.9958,0.0001,5,4685,SPXW240301P04685000,0.3,0,0.15,0.2,0,0.4106,-0.0046,0.0001,162
Fri Mar 01 2024,SPXW240301C04690000,398.4,0,366.3,375.5,0,0.55,0.9957,0.0001,39,4690,SPXW240301P04690000,0.25,-0.075,0.15,0.25,45,0.4055,-0.0047,0.0001,305
Fri Mar 01 2024,SPXW240301C04695000,373.77,-10.48,360.5,378.6,3,0,0.9956,0.0001,0,4695,SPXW240301P04695000,0.55,0,0.15,0.25,0,0.4049,-0.0048,0.0001,1407
Fri Mar 01 2024,SPXW240301C04700000,375.2,-4.15,361.3,373.6,4,0.5411,0.9955,0.0001,184,4700,SPXW240301P04700000,0.2,-0.125,0.15,0.25,24,0.3998,-0.0049,0.0001,5509
Fri Mar 01 2024,SPXW240301C04705000,370.61,-3.64,350.5,368.6,3,0,0.9954,0.0001,10,4705,SPXW240301P04705000,0.2,-0.125,0.15,0.25,1,0.3947,-0.005,0.0001,301
Fri Mar 01 2024,SPXW240301C04710000,356.6,0,351.3,356.6,0,0,0.9953,0.0001,72,4710,SPXW240301P04710000,0.35,0,0.15,0.25,0,0.3896,-0.0052,0.0001,508
Fri Mar 01 2024,SPXW240301C04715000,299.48,0,344.3,358.6,0,0,0.9951,0.0001,1,4715,SPXW240301P04715000,0.35,0,0.15,0.25,0,0.3844,-0.0053,0.0001,153
Fri Mar 01 2024,SPXW240301C04720000,375.57,0,341.3,346.6,0,0.5188,0.995,0.0001,15,4720,SPXW240301P04720000,0.2,-0.15,0.15,0.25,64,0.3793,-0.0054,0.0001,4375
Fri Mar 01 2024,SPXW240301C04725000,344.74,-9.61,336.3,341.6,1,0.5024,0.9949,0.0001,149,4725,SPXW240301P04725000,0.25,-0.125,0.15,0.25,7,0.3742,-0.0056,0.0001,2361
Fri Mar 01 2024,SPXW240301C04730000,356.98,0,331.3,336.6,0,0.5056,0.9947,0.0001,74,4730,SPXW240301P04730000,0.27,-0.105,0.2,0.25,1,0.369,-0.0057,0.0001,4342
Fri Mar 01 2024,SPXW240301C04735000,355.5,0,324.3,332.6,0,0,0.9946,0.0001,14,4735,SPXW240301P04735000,0.17,-0.205,0.2,0.25,15,0.3639,-0.0058,0.0001,397
Fri Mar 01 2024,SPXW240301C04740000,330.08,-9.42,321.3,326.6,3,0.496,0.9944,0.0001,350,4740,SPXW240301P04740000,0.22,-0.155,0.2,0.25,46,0.3588,-0.006,0.0001,405
Fri Mar 01 2024,SPXW240301C04745000,0,0,316.3,321.6,0,0.4894,0.9942,0.0001,0,4745,SPXW240301P04745000,0.25,-0.125,0.2,0.25,14,0.3536,-0.0062,0.0001,682
Fri Mar 01 2024,SPXW240301C04750000,313.49,-16.01,312.9,314.2,1,0.4827,0.9941,0.0001,243,4750,SPXW240301P04750000,0.17,-0.205,0.2,0.25,363,0.3485,-0.0063,0.0001,2362
Fri Mar 01 2024,SPXW240301C04755000,320.07,0,306.3,311.6,0,0.4707,0.9939,0.0001,20,4755,SPXW240301P04755000,0.2,-0.175,0.2,0.25,215,0.3434,-0.0065,0.0001,343
Fri Mar 01 2024,SPXW240301C04760000,316.17,-3.28,301.4,306.6,1,0.4659,0.9937,0.0001,87,4760,SPXW240301P04760000,0.25,-0.125,0.2,0.25,17,0.3419,-0.0067,0.0001,1557
Fri Mar 01 2024,SPXW240301C04765000,290.61,0,296.3,308.6,0,0,0.9935,0.0001,6,4765,SPXW240301P04765000,0.2,-0.175,0.2,0.3,9,0.3368,-0.0069,0.0001,544
Fri Mar 01 2024,SPXW240301C04770000,306.68,0,291.4,296.7,0,0.4473,0.9933,0.0002,379,4770,SPXW240301P04770000,0.2,-0.225,0.2,0.3,1123,0.3352,-0.0071,0.0002,4982
Fri Mar 01 2024,SPXW240301C04775000,316.2,0,286.4,291.7,0,0.446,0.9931,0.0002,102,4775,SPXW240301P04775000,0.27,-0.13,0.2,0.3,2,0.3299,-0.0073,0.0002,1385
Fri Mar 01 2024,SPXW240301C04780000,295.42,-4.03,281.4,286.7,1,0.4427,0.9929,0.0002,127,4780,SPXW240301P04780000,0.3,-0.125,0.2,0.3,3,0.3245,-0.0075,0.0002,1301
Fri Mar 01 2024,SPXW240301C04785000,285.45,-9,276.3,288.7,11,0.436,0.9927,0.0002,10,4785,SPXW240301P04785000,0.4,0,0.2,0.3,0,0.3193,-0.0078,0.0002,1258
Fri Mar 01 2024,SPXW240301C04790000,288.54,0,271.3,283.7,0,0.4293,0.9924,0.0002,354,4790,SPXW240301P04790000,0.27,-0.155,0.2,0.3,3,0.314,-0.008,0.0002,2996
Fri Mar 01 2024,SPXW240301C04795000,275.55,-9.05,266.4,271.7,1,0.4226,0.9922,0.0002,9,4795,SPXW240301P04795000,0.25,-0.175,0.2,0.3,14,0.3086,-0.0083,0.0002,1705
Fri Mar 01 2024,SPXW240301C04800000,271.52,-8.08,261.4,273.7,5,0.4191,0.9919,0.0002,138,4800,SPXW240301P04800000,0.22,-0.205,0.2,0.3,3268,0.3037,-0.0085,0.0002,13362
Fri Mar 01 2024,SPXW240301C04805000,259.48,-14.97,256.3,261.7,4,0.4092,0.9916,0.0002,15,4805,SPXW240301P04805000,0.3,-0.15,0.2,0.3,6,0.3014,-0.0088,0.0002,974
Fri Mar 01 2024,SPXW240301C04810000,267.29,0,251.2,263.7,0,0,0.9913,0.0002,106,4810,SPXW240301P04810000,0.25,-0.2,0.25,0.3,2026,0.2959,-0.0091,0.0002,1440
Fri Mar 01 2024,SPXW240301C04815000,152.56,0,246.4,251.7,0,0.3878,0.991,0.0002,2,4815,SPXW240301P04815000,0.25,-0.225,0.25,0.3,57,0.2933,-0.0094,0.0002,277
Fri Mar 01 2024,SPXW240301C04820000,259.24,0,241.1,253.7,0,0.3905,0.9907,0.0002,152,4820,SPXW240301P04820000,0.25,-0.225,0.25,0.3,7,0.2879,-0.0098,0.0002,571
Fri Mar 01 2024,SPXW240301C04825000,251.99,-2.56,236.4,241.7,11,0.3822,0.9903,0.0003,328,4825,SPXW240301P04825000,0.25,-0.225,0.25,0.35,13,0.2826,-0.0101,0.0003,1055
Fri Mar 01 2024,SPXW240301C04830000,239.57,-9.98,231.5,243.7,10,0,0.99,0.0003,233,4830,SPXW240301P04830000,0.2,-0.3,0.25,0.35,175,0.2772,-0.0105,0.0003,1583
Fri Mar 01 2024,SPXW240301C04835000,237.24,-7.26,226.5,231.8,3,0.3657,0.9896,0.0003,17,4835,SPXW240301P04835000,0.22,-0.28,0.25,0.35,112,0.2719,-0.0109,0.0003,991
Fri Mar 01 2024,SPXW240301C04840000,229.62,-10.08,221.5,232.9,11,0.3604,0.9892,0.0003,49,4840,SPXW240301P04840000,0.22,-0.305,0.25,0.35,183,0.2689,-0.0113,0.0003,3031
Fri Mar 01 2024,SPXW240301C04845000,230.35,0,216.5,221.8,0,0.2011,0.9887,0.0003,53,4845,SPXW240301P04845000,0.22,-0.305,0.3,0.35,101,0.2659,-0.0117,0.0003,638
Fri Mar 01 2024,SPXW240301C04850000,225.35,0,211.5,216.8,0,0.2584,0.9882,0.0003,544,4850,SPXW240301P04850000,0.22,-0.175,0.3,0.35,69,0.2604,-0.0122,0.0003,4394
Fri Mar 01 2024,SPXW240301C04855000,236.76,0,206.4,211.8,0,0,0.9877,0.0003,53,4855,SPXW240301P04855000,0.35,-0.2,0.3,0.4,15,0.2549,-0.0127,0.0003,1111
Fri Mar 01 2024,SPXW240301C04860000,218.87,0,201.5,206.7,0,0.2473,0.9872,0.0004,585,4860,SPXW240301P04860000,0.3,-0.275,0.3,0.4,2497,0.2515,-0.0132,0.0004,641
Fri Mar 01 2024,SPXW240301C04865000,213.94,0,196.6,201.8,0,0.2372,0.9866,0.0004,49,4865,SPXW240301P04865000,0.3,-0.275,0.3,0.4,286,0.2479,-0.0138,0.0004,448
Fri Mar 01 2024,SPXW240301C04870000,201.44,-8.36,191.6,196.8,4,0.2317,0.986,0.0004,588,4870,SPXW240301P04870000,0.4,-0.2,0.35,0.4,278,0.2424,-0.0144,0.0004,976
Fri Mar 01 2024,SPXW240301C04875000,197.11,-7.64,186.6,191.8,1,0.2345,0.9854,0.0004,274,4875,SPXW240301P04875000,0.35,-0.275,0.35,0.45,3111,0.2366,-0.0151,0.0004,1334
Fri Mar 01 2024,SPXW240301C04880000,202.52,0,181.6,186.9,0,0.2325,0.9846,0.0005,138,4880,SPXW240301P04880000,0.3,-0.325,0.35,0.45,536,0.2347,-0.0158,0.0005,2681
Fri Mar 01 2024,SPXW240301C04885000,202.53,0,176.6,181.9,0,0.2268,0.9838,0.0005,58,4885,SPXW240301P04885000,0.35,-0.325,0.4,0.45,179,0.229,-0.0166,0.0005,1411
Fri Mar 01 2024,SPXW240301C04890000,179.61,-10.29,171.6,176.9,18,0.2211,0.983,0.0005,186,4890,SPXW240301P04890000,0.36,-0.315,0.4,0.5,118,0.2265,-0.0174,0.0005,1329
Fri Mar 01 2024,SPXW240301C04895000,176.51,-8.24,166.7,171.9,11,0.2041,0.982,0.0006,44,4895,SPXW240301P04895000,0.32,-0.38,0.4,0.5,196,0.2208,-0.0184,0.0006,571
Fri Mar 01 2024,SPXW240301C04900000,171.31,-8.54,161.6,166.9,33,0.2157,0.981,0.0006,541,4900,SPXW240301P04900000,0.42,-0.305,0.45,0.5,1644,0.2178,-0.0194,0.0006,9067
Fri Mar 01 2024,SPXW240301C04905000,186.35,0,156.6,162,0,0.2099,0.9798,0.0006,75,4905,SPXW240301P04905000,0.5,-0.275,0.45,0.55,94,0.212,-0.0206,0.0006,388
Fri Mar 01 2024,SPXW240301C04910000,159.7,-10.4,151.6,157,13,0.1948,0.9784,0.0007,202,4910,SPXW240301P04910000,0.35,-0.425,0.5,0.6,405,0.2088,-0.022,0.0007,818
Fri Mar 01 2024,SPXW240301C04915000,154.45,-10.45,146.8,152,1,0.2101,0.9769,0.0007,175,4915,SPXW240301P04915000,0.55,-0.275,0.5,0.6,2994,0.2041,-0.0235,0.0007,5829
Fri Mar 01 2024,SPXW240301C04920000,150.14,-9.96,141.8,147.1,23,0.1948,0.9752,0.0008,268,4920,SPXW240301P04920000,0.6,-0.275,0.55,0.65,328,0.1993,-0.0252,0.0008,1179
Fri Mar 01 2024,SPXW240301C04925000,144.11,-10.94,136.9,142.1,18,0.1957,0.9732,0.0009,1005,4925,SPXW240301P04925000,0.65,-0.25,0.6,0.7,4158,0.1955,-0.0272,0.0009,3944
Fri Mar 01 2024,SPXW240301C04930000,142.93,-7.12,131.9,137.2,53,0.1936,0.9709,0.0009,493,4930,SPXW240301P04930000,0.7,-0.25,0.65,0.75,918,0.1915,-0.0295,0.0009,1025
Fri Mar 01 2024,SPXW240301C04935000,133.4,-11.75,127,132.2,8,0.1945,0.9682,0.001,129,4935,SPXW240301P04935000,0.7,-0.225,0.7,0.8,337,0.1892,-0.0322,0.001,1252
Fri Mar 01 2024,SPXW240301C04940000,130.72,-9.58,122,127,11,0,0.9652,0.0011,287,4940,SPXW240301P04940000,0.5,-0.575,0.75,0.85,597,0.1847,-0.0352,0.0011,5373
Fri Mar 01 2024,SPXW240301C04945000,121.54,-13.71,114.2,121.3,4,0.2213,0.9615,0.0012,123,4945,SPXW240301P04945000,0.76,-0.39,0.85,0.95,735,0.1817,-0.0388,0.0012,938
Fri Mar 01 2024,SPXW240301C04950000,126.27,-4.33,112.4,116.8,83,0.1852,0.9574,0.0014,964,4950,SPXW240301P04950000,0.95,-0.125,0.95,1,8000,0.1775,-0.043,0.0014,9946
